primary_track,program_duration_days,placed,employment_status,highest_level_of_education,length_of_job_search,biggest_challenge_in_search,professional_experience,work_authorization_status,number_of_interviews,number_of_applications,gender,race,cohort_tag_month,cohort_tag_fortnight
4,244.0,1,4,0,0,0,4,5,0.0,6,2,6,11,0
4,209.0,1,1,1,3,3,0,5,0.0,6,0,6,7,0
4,298.0,1,5,4,3,5,1,2,1.0,9,1,4,2,0
4,6.0,0,0,4,3,2,0,2,0.0,50,0,2,4,1
3,118.0,1,1,4,1,6,0,0,1.0,35,2,2,1,0
4,73.0,1,4,0,1,5,1,6,4.0,8,2,6,1,0
4,169.0,1,5,0,0,3,0,10,1.0,25,2,2,7,0
4,94.0,1,1,0,2,5,2,0,3.0,25,1,7,3,1
4,212.0,1,2,0,0,5,2,2,1.0,0,2,2,1,2
4,189.0,1,5,1,3,5,0,8,1.0,20,2,6,0,1
4,445.0,0,3,0,1,1,3,4,4.0,25,0,7,3,0
4,0.0,0,3,0,3,6,4,2,0.0,6,2,6,8,0
4,0.0,0,4,0,3,2,3,4,2.0,20,0,2,4,0
4,4.0,0,5,0,0,8,1,10,1.0,7,0,2,4,0
3,0.0,0,5,4,0,5,0,2,1.0,3,0,7,4,0
4,115.0,1,3,4,1,5,2,2,3.0,1,2,3,6,0
0,250.0,1,2,0,0,5,3,2,0.0,10,2,2,10,0
3,1.0,0,5,0,0,5,3,10,0.0,45,0,2,9,0
4,171.0,1,5,0,1,2,0,2,3.0,40,2,7,7,1
1,12.0,1,4,0,1,5,1,2,2.0,6,2,2,1,0
0,316.0,1,2,4,0,5,1,3,1.0,0,0,2,11,1
4,142.0,1,1,0,1,6,1,4,3.0,50,0,8,11,0
0,241.0,0,4,1,3,5,0,4,1.0,60,0,7,7,0
4,34.0,1,5,5,2,5,0,4,1.0,15,1,6,0,0
4,253.0,1,5,1,2,8,0,2,0.0,35,0,7,4,1
4,0.0,0,5,4,0,4,0,2,1.0,20,1,7,11,0
0,4.0,0,4,0,2,6,4,2,5.0,10,0,4,9,0
4,124.0,0,4,5,3,8,0,10,1.0,15,2,6,10,0
4,201.0,1,5,0,2,4,0,3,1.0,25,1,2,4,1
4,0.0,0,4,0,4,5,2,2,2.0,15,0,2,4,0
3,219.0,1,1,0,1,5,3,4,1.0,70,2,2,5,1
3,55.0,1,4,0,3,2,3,2,5.0,60,2,2,7,0
4,0.0,0,4,0,3,5,3,4,0.0,15,1,2,1,1
4,10.0,0,1,4,0,1,3,2,3.0,7,1,2,6,0
4,6.0,0,3,4,1,8,1,4,1.0,40,0,1,0,0
3,221.0,1,2,0,1,5,0,2,1.0,190,0,6,5,1
4,0.0,0,4,0,0,8,4,2,6.0,110,2,6,4,0
4,144.0,0,3,0,1,5,2,10,0.0,30,2,2,11,1
4,0.0,0,5,0,0,5,0,4,5.0,30,2,2,10,1
4,188.0,1,1,7,3,6,0,5,2.0,15,2,2,4,1
4,258.0,1,1,0,3,8,1,2,0.0,8,2,2,6,1
4,0.0,0,5,0,0,8,2,2,2.0,60,2,2,5,1
4,5.0,0,1,4,1,1,0,0,4.0,35,2,7,9,0
1,237.0,1,5,4,0,2,0,10,1.0,25,2,5,6,1
1,10.0,0,0,0,3,6,1,2,0.0,60,1,3,2,0
4,506.0,0,3,0,1,4,0,2,3.0,30,0,6,10,1
1,11.0,0,3,0,0,0,3,2,5.0,15,2,6,7,0
4,173.0,1,4,0,1,5,3,2,1.0,45,2,2,4,0
3,155.0,1,5,0,3,5,0,10,0.0,70,0,2,10,1
4,22.0,1,3,4,2,6,3,2,2.0,6,2,2,4,0
3,252.0,1,2,0,3,6,4,4,5.0,30,2,1,10,0
1,102.0,1,4,4,1,5,3,4,1.0,25,0,7,2,0
4,272.0,1,3,0,3,0,3,4,0.0,45,2,3,4,0
4,264.0,1,3,0,1,4,0,4,0.0,70,0,6,1,0
1,241.0,1,1,4,0,5,1,0,2.0,15,2,6,9,0
4,1.0,1,0,1,2,5,3,2,1.0,15,1,1,4,0
4,256.0,0,4,4,1,4,4,4,0.0,35,0,7,4,0
4,314.0,1,4,0,3,3,0,2,0.0,45,2,6,10,0
4,309.0,1,4,5,2,1,0,2,4.0,45,2,1,0,0
4,0.0,0,1,0,0,1,4,0,0.0,25,0,2,10,0
4,312.0,1,5,0,4,5,2,4,5.0,15,0,2,3,0
4,0.0,0,5,4,1,5,1,10,2.0,40,2,2,7,1
0,0.0,0,5,0,3,2,4,2,4.0,50,2,3,9,0
4,219.0,0,5,0,1,8,0,4,0.0,10,1,2,10,1
4,0.0,0,5,0,1,5,2,4,1.0,0,0,6,9,0
4,34.0,0,2,0,4,6,1,3,0.0,60,2,8,11,1
4,13.0,0,0,5,0,5,1,4,1.0,1,0,0,9,0
4,299.0,0,4,1,0,5,0,2,2.0,2,0,4,4,1
4,208.0,1,2,0,0,8,1,2,1.0,7,2,7,3,1
4,196.0,1,2,5,0,2,0,2,1.0,20,0,2,10,0
4,38.0,1,1,0,1,6,0,3,1.0,15,0,2,10,0
4,219.0,1,5,1,3,2,0,2,4.0,90,0,2,1,1
4,302.0,1,3,1,1,5,1,6,0.0,1,2,6,1,0
4,267.0,1,4,5,3,5,1,2,6.0,45,1,0,10,0
4,115.0,1,3,0,0,5,0,2,5.0,15,2,8,10,1
4,0.0,0,3,0,0,5,1,2,0.0,50,2,6,4,0
0,328.0,1,4,1,0,5,4,2,0.0,50,1,7,4,1
4,31.0,1,4,0,0,5,1,8,0.0,45,2,7,6,0
3,300.0,1,4,4,2,5,3,2,5.0,10,2,2,11,1
4,5.0,0,1,1,3,3,2,5,4.0,15,2,2,3,0
4,271.0,1,5,0,3,5,0,2,0.0,3,0,3,2,0
4,0.0,0,5,4,3,5,2,3,1.0,35,1,6,10,1
3,1.0,0,3,0,3,9,3,2,0.0,15,0,6,3,1
4,108.0,0,4,4,2,8,3,4,0.0,50,2,4,1,1
1,40.0,0,5,0,0,5,3,2,2.0,15,2,6,0,1
1,163.0,1,4,4,2,4,3,2,2.0,130,0,6,8,0
4,13.0,0,5,4,4,5,3,2,1.0,15,2,3,7,0
4,281.0,1,5,4,3,1,1,10,3.0,25,2,6,10,0
3,256.0,0,0,4,3,2,1,2,1.0,15,0,2,4,0
3,136.0,1,3,0,0,2,3,2,1.0,40,2,2,4,1
3,32.0,0,4,0,1,8,1,4,4.0,15,2,7,0,1
4,123.0,1,1,4,3,5,0,4,1.0,60,1,6,4,0
4,126.0,0,5,0,3,5,3,2,3.0,25,0,2,2,0
4,159.0,1,5,5,2,5,1,2,0.0,30,1,2,1,0
4,239.0,1,2,0,3,6,1,4,0.0,20,0,6,6,0
4,298.0,0,4,4,0,5,3,2,0.0,10,1,6,4,1
4,12.0,0,5,4,3,5,4,2,3.0,4,2,7,11,1
4,164.0,1,3,0,0,5,4,2,2.0,30,0,2,4,1
0,154.0,1,0,0,0,8,1,2,5.0,15,0,7,6,1
4,19.0,0,4,4,3,0,1,3,0.0,3,1,6,1,1
4,338.0,1,5,0,1,1,3,4,4.0,1,2,2,6,1
0,340.0,1,3,0,0,5,1,5,0.0,5,2,6,5,0
4,172.0,1,3,0,3,6,3,2,0.0,10,0,7,2,0
4,0.0,0,3,0,2,8,4,2,3.0,15,1,8,2,0
4,323.0,1,4,4,0,8,3,10,4.0,10,2,6,2,0
4,6.0,0,0,4,3,5,2,2,0.0,1,1,2,7,1
4,111.0,0,5,0,1,5,3,2,4.0,50,2,2,3,0
4,7.0,0,5,0,0,4,1,6,1.0,40,2,2,5,1
3,128.0,0,3,4,3,1,0,3,1.0,9,0,6,5,0
1,79.0,1,4,0,2,5,0,4,0.0,50,1,6,3,0
4,450.0,0,4,0,0,1,0,2,1.0,20,0,2,3,0
4,115.0,0,1,0,0,5,1,8,0.0,1,0,7,0,0
4,121.0,0,4,0,2,3,1,2,0.0,0,2,2,4,1
1,246.0,0,1,0,0,5,3,2,4.0,20,2,2,4,0
0,257.0,1,2,4,0,6,0,4,5.0,15,2,2,4,0
4,324.0,1,4,0,3,5,3,3,2.0,40,1,6,10,0
0,0.0,0,4,0,0,2,1,2,0.0,25,0,7,3,0
4,118.0,1,4,4,3,6,2,10,3.0,20,2,6,6,0
0,180.0,1,3,0,3,8,2,4,1.0,3,2,6,6,1
4,0.0,0,5,0,3,1,3,4,1.0,0,1,0,6,0
4,48.0,1,4,0,3,5,1,4,7.0,9,0,2,2,0
4,8.0,1,4,0,1,3,3,10,0.0,80,1,7,0,0
4,132.0,0,4,4,3,5,1,4,1.0,10,2,2,11,0
4,232.0,0,4,0,3,5,2,10,0.0,45,0,6,11,2
4,51.0,0,5,4,1,0,1,4,1.0,1,0,3,8,0
4,167.0,1,4,5,0,5,1,2,3.0,15,2,2,11,0
4,360.0,0,5,0,3,5,0,5,3.0,5,0,3,2,0
4,5.0,0,4,1,1,2,3,2,0.0,15,1,2,6,1
4,129.0,0,1,0,0,1,0,4,1.0,25,2,8,6,0
4,0.0,0,1,0,0,8,1,4,1.0,80,2,6,4,0
4,272.0,1,5,1,0,5,1,2,1.0,15,2,7,6,0
4,0.0,0,3,0,3,6,2,10,4.0,60,0,2,10,0
4,2.0,0,5,0,1,8,0,4,1.0,80,2,6,3,1
4,223.0,1,2,0,0,5,3,2,1.0,35,2,6,2,0
4,179.0,0,5,0,0,5,2,4,0.0,30,0,6,3,0
4,74.0,0,4,4,3,5,0,2,6.0,15,2,2,9,0
4,49.0,0,1,5,4,2,4,4,2.0,130,2,2,6,0
1,93.0,0,4,4,0,4,1,4,0.0,15,0,2,6,1
4,466.0,0,2,0,0,8,0,0,2.0,3,2,7,0,0
4,326.0,1,1,1,3,5,1,2,2.0,70,0,2,4,0
4,0.0,0,5,0,0,3,3,2,0.0,5,0,2,11,0
4,164.0,1,4,0,0,1,4,2,0.0,25,0,2,8,0
4,289.0,1,3,5,4,8,3,4,7.0,40,2,6,2,0
0,247.0,1,1,0,0,5,0,4,0.0,70,1,2,2,0
3,486.0,0,4,0,1,2,0,4,5.0,15,2,7,1,1
4,3.0,1,5,7,3,2,4,6,2.0,5,2,8,10,1
4,321.0,1,4,0,3,3,0,10,2.0,20,1,2,6,0
3,2.0,0,4,4,4,2,1,2,0.0,20,1,2,4,0
4,7.0,0,4,5,3,5,3,4,1.0,80,0,3,4,1
4,0.0,0,4,4,3,7,0,2,1.0,180,1,2,6,1
3,12.0,0,4,5,2,3,1,2,2.0,35,0,2,7,0
4,170.0,1,4,0,3,5,1,10,1.0,5,0,0,11,0
4,361.0,0,2,0,0,5,0,1,9.0,20,2,6,9,0
3,248.0,1,5,0,3,4,1,10,2.0,35,2,2,7,0
0,0.0,0,4,0,1,8,1,10,0.0,40,2,7,2,0
0,284.0,0,2,0,3,6,1,3,0.0,25,0,2,3,0
4,0.0,0,3,4,0,5,3,2,1.0,110,2,6,11,0
4,185.0,1,5,0,3,8,4,4,5.0,15,2,6,10,0
0,0.0,0,1,0,3,5,4,2,1.0,70,2,8,11,0
4,4.0,0,1,0,0,1,3,2,2.0,45,1,6,6,0
3,242.0,0,3,4,0,5,3,4,2.0,2,2,7,1,2
4,356.0,0,5,0,0,6,1,2,6.0,25,2,2,4,0
4,0.0,0,2,1,0,5,3,2,2.0,15,2,0,8,0
4,429.0,0,5,0,3,5,3,4,0.0,5,2,3,1,1
4,0.0,0,4,4,1,6,4,4,0.0,70,0,2,10,1
4,0.0,0,1,4,3,8,1,2,0.0,4,0,6,1,2
4,274.0,1,5,0,1,2,3,4,0.0,50,2,0,3,0
1,15.0,1,3,0,0,5,3,10,0.0,100,1,3,6,1
1,131.0,1,4,0,3,5,1,4,2.0,15,0,2,11,0
0,38.0,0,2,0,0,5,4,0,2.0,60,2,7,3,0
4,181.0,0,0,5,3,6,1,2,7.0,50,2,2,4,1
4,285.0,0,5,0,0,5,0,2,1.0,2,1,1,4,1
4,338.0,1,5,0,1,9,0,4,0.0,15,1,0,10,1
0,5.0,0,1,4,4,5,3,0,1.0,15,0,2,10,0
4,404.0,0,5,0,3,3,1,5,7.0,10,2,6,4,0
4,0.0,0,2,0,2,1,1,9,2.0,35,2,7,8,0
3,195.0,1,5,0,0,8,3,2,2.0,15,0,2,1,0
4,332.0,1,5,0,2,5,0,4,1.0,7,2,6,4,0
4,0.0,0,3,0,3,6,0,2,0.0,20,2,7,11,1
1,4.0,0,1,0,3,3,4,4,1.0,25,0,6,3,1
0,147.0,1,3,1,0,5,0,8,2.0,15,1,3,11,0
3,217.0,0,3,1,3,9,0,2,3.0,6,0,2,3,0
4,59.0,1,3,0,0,8,3,8,6.0,70,2,6,11,1
0,312.0,1,5,0,3,2,0,2,5.0,30,2,2,10,1
4,330.0,1,1,1,0,8,3,4,7.0,15,2,7,0,1
4,1.0,0,1,4,3,7,4,2,7.0,2,1,2,10,0
4,94.0,1,5,7,0,0,3,4,1.0,8,2,2,3,0
4,198.0,0,0,0,3,5,2,0,3.0,90,2,2,2,0
4,51.0,1,2,0,0,5,4,0,1.0,5,0,6,1,0
4,479.0,0,4,4,3,2,1,3,0.0,15,0,2,1,0
4,192.0,0,0,4,3,4,4,2,2.0,20,2,2,11,1
4,70.0,0,4,1,3,5,4,2,1.0,15,1,4,10,0
4,280.0,1,5,0,4,5,3,2,2.0,20,0,6,2,0
4,0.0,0,2,0,1,5,0,2,0.0,25,2,4,11,2
4,0.0,0,5,4,3,4,3,4,5.0,5,0,6,10,0
3,269.0,1,4,4,1,8,0,4,0.0,20,2,7,11,0
0,71.0,1,5,4,0,5,2,2,1.0,2,2,7,4,0
4,344.0,0,4,0,1,8,1,2,0.0,40,2,7,3,0
4,198.0,0,5,0,0,5,2,5,1.0,15,0,2,10,1
4,227.0,1,2,1,3,5,0,2,2.0,15,2,2,2,0
4,286.0,0,1,0,1,1,4,2,2.0,20,0,8,10,0
4,272.0,1,4,0,0,3,1,10,6.0,50,2,7,6,1
0,191.0,0,2,4,0,2,1,2,0.0,40,0,2,7,0
1,522.0,0,3,4,1,2,3,10,1.0,25,2,0,2,0
4,9.0,0,5,0,0,1,3,2,1.0,25,0,6,3,1
3,5.0,0,3,0,3,5,1,4,1.0,15,1,2,7,0
0,0.0,0,0,4,3,5,2,2,0.0,35,0,6,4,0
1,297.0,1,3,4,0,1,0,2,0.0,180,0,2,9,0
0,9.0,0,4,4,3,6,0,2,0.0,10,2,2,10,0
1,287.0,0,1,4,0,5,2,3,3.0,3,0,4,3,1
4,6.0,0,1,0,1,8,0,2,3.0,5,1,7,4,0
4,6.0,0,4,0,1,4,0,3,0.0,3,0,7,1,0
4,0.0,0,5,0,0,3,0,4,0.0,90,0,7,1,2
4,265.0,0,4,0,3,4,0,4,1.0,6,1,6,3,0
1,344.0,1,4,0,3,4,0,10,1.0,30,0,3,7,0
4,503.0,0,4,0,1,1,3,4,0.0,0,2,7,1,2
4,282.0,1,5,4,0,2,1,2,4.0,40,1,2,5,0
3,464.0,0,2,4,3,9,3,2,0.0,25,0,2,10,0
3,189.0,1,0,0,3,3,0,4,0.0,2,0,6,10,0
4,421.0,0,0,4,3,2,0,2,1.0,20,2,7,7,0
1,272.0,0,4,0,3,5,0,4,1.0,20,2,6,4,0
4,277.0,1,4,4,3,8,3,2,0.0,15,1,3,7,0
1,287.0,1,5,5,3,4,2,2,3.0,6,2,0,10,1
0,324.0,1,2,0,0,2,4,4,5.0,15,2,7,4,0
1,270.0,1,5,0,0,8,0,2,0.0,10,1,2,4,0
4,5.0,0,4,6,1,5,3,2,0.0,9,2,2,3,0
4,227.0,1,2,0,0,1,3,4,0.0,3,1,6,7,0
4,197.0,0,1,5,3,5,2,8,1.0,2,2,2,3,0
0,245.0,0,3,0,0,5,0,10,0.0,45,0,2,4,1
4,0.0,0,4,0,0,1,3,2,7.0,50,0,0,11,2
4,277.0,1,5,0,0,5,3,10,0.0,35,2,7,3,0
4,13.0,0,5,0,2,5,0,2,3.0,35,1,6,3,0
4,434.0,0,4,0,3,2,0,2,3.0,70,0,6,1,1
4,217.0,1,2,0,0,2,3,8,4.0,4,2,2,11,0
4,278.0,1,1,0,4,5,0,4,0.0,6,1,0,4,0
4,56.0,1,4,4,1,6,1,4,1.0,45,1,8,0,0
4,39.0,1,0,4,0,5,3,4,7.0,25,2,2,11,1
4,8.0,0,4,0,0,5,1,4,1.0,120,2,6,9,1
3,5.0,0,2,0,1,5,2,2,1.0,50,2,2,9,0
4,116.0,1,2,7,0,5,3,4,0.0,25,2,2,11,1
4,140.0,1,3,4,0,3,2,2,1.0,50,0,3,1,2
4,45.0,1,2,4,3,6,0,4,1.0,35,2,2,10,0
4,173.0,0,1,0,4,8,3,4,2.0,10,1,7,11,0
0,0.0,0,5,4,3,9,0,2,0.0,60,2,2,8,0
4,132.0,0,0,1,0,2,3,3,3.0,140,0,6,7,0
4,220.0,1,1,5,0,2,3,3,2.0,3,1,2,4,0
4,155.0,1,4,0,3,5,0,2,1.0,25,2,6,10,0
4,172.0,1,5,0,3,8,4,4,3.0,15,0,2,9,1
4,0.0,0,4,4,0,5,3,10,1.0,1,2,7,10,0
3,137.0,1,4,1,2,4,0,2,0.0,7,1,6,10,1
4,5.0,0,0,4,0,4,4,2,0.0,20,2,7,5,0
1,0.0,0,3,0,3,5,3,3,1.0,7,2,6,2,0
4,167.0,1,5,1,0,5,0,10,1.0,1,2,2,1,1
3,268.0,1,1,4,2,1,1,4,0.0,15,2,2,0,0
4,223.0,1,4,1,3,5,3,4,2.0,10,1,7,3,0
1,171.0,0,5,1,0,1,3,4,3.0,190,2,8,10,0
3,113.0,0,1,5,3,8,0,2,1.0,15,1,2,2,0
4,9.0,1,4,5,0,4,0,4,1.0,60,0,2,7,1
4,162.0,1,0,6,3,5,3,2,1.0,90,1,2,6,1
0,481.0,0,5,0,2,2,3,5,7.0,2,2,2,6,0
4,140.0,1,4,0,1,1,2,10,1.0,40,2,0,1,2
0,153.0,1,3,3,0,8,0,4,2.0,50,2,6,4,0
4,119.0,1,4,4,0,8,3,4,1.0,20,1,2,11,1
4,214.0,1,1,4,0,9,3,4,1.0,30,2,1,11,1
4,180.0,1,1,5,0,8,0,5,2.0,2,0,7,2,0
4,97.0,0,4,0,1,2,0,10,6.0,4,1,6,3,0
0,197.0,1,4,0,3,8,3,10,0.0,10,1,7,0,0
4,285.0,1,4,4,1,2,0,10,3.0,6,2,7,3,0
1,311.0,1,5,4,1,8,4,2,1.0,25,2,8,9,1
1,11.0,0,2,4,0,3,3,2,0.0,60,0,6,1,1
4,0.0,0,5,4,3,5,4,4,0.0,15,2,2,5,0
1,96.0,1,5,0,3,8,2,2,4.0,30,2,6,5,0
4,41.0,1,4,4,0,5,1,10,4.0,20,2,2,3,0
4,95.0,0,4,4,3,8,2,2,1.0,50,0,6,1,0
4,140.0,1,4,0,2,5,3,8,1.0,1,0,6,8,0
4,204.0,1,3,4,0,5,3,2,1.0,10,1,2,6,0
4,2.0,0,4,4,3,5,4,5,7.0,4,2,8,2,0
4,212.0,1,5,0,3,0,3,8,0.0,8,2,0,7,0
4,299.0,0,1,0,0,2,0,4,2.0,25,2,2,7,0
3,169.0,1,5,4,1,4,3,10,0.0,25,2,2,1,2
4,0.0,0,5,0,3,5,0,4,1.0,10,0,6,6,1
4,75.0,1,4,0,3,5,0,2,0.0,35,2,6,9,0
4,329.0,1,3,4,0,4,3,4,0.0,40,0,7,8,1
4,286.0,1,3,4,3,5,1,2,1.0,60,0,2,0,0
3,0.0,0,5,4,1,5,0,4,1.0,25,2,3,4,0
3,329.0,1,1,4,3,5,2,2,2.0,130,2,3,4,0
4,3.0,0,4,3,1,7,1,4,1.0,8,1,0,4,0
4,0.0,0,4,4,1,6,0,8,0.0,9,0,7,10,0
0,0.0,0,1,4,3,5,0,0,5.0,15,1,6,3,0
3,13.0,0,4,4,0,3,4,2,7.0,3,2,7,0,1
4,5.0,0,3,0,2,1,1,10,6.0,25,2,6,3,0
4,288.0,1,2,4,1,5,4,3,0.0,6,0,6,7,0
3,37.0,1,1,0,1,5,1,2,2.0,40,2,2,3,0
0,0.0,0,2,4,0,4,0,7,0.0,15,2,6,3,0
4,280.0,1,5,0,3,8,4,8,0.0,15,2,7,3,0
1,208.0,1,1,1,4,5,4,2,3.0,15,2,2,2,0
3,202.0,1,3,4,3,2,4,2,2.0,8,1,4,10,1
1,131.0,1,5,4,1,5,1,5,4.0,25,2,6,4,0
4,310.0,1,4,0,3,4,0,2,2.0,35,0,2,6,1
4,4.0,0,5,0,3,5,3,2,3.0,170,0,4,4,1
0,82.0,1,5,4,2,3,1,4,2.0,20,0,6,2,0
0,265.0,1,3,0,3,5,1,2,0.0,10,2,2,1,0
4,275.0,0,5,4,3,5,4,10,5.0,15,2,7,4,0
4,0.0,0,3,0,3,5,0,2,0.0,30,1,6,6,1
4,131.0,0,4,2,0,5,3,2,1.0,80,0,6,4,1
4,11.0,0,3,0,0,1,0,4,2.0,15,1,6,9,1
4,93.0,1,3,6,2,5,2,3,6.0,2,0,2,0,1
1,181.0,0,5,0,1,5,1,5,1.0,60,2,2,11,2
4,155.0,1,4,0,0,5,0,8,3.0,10,2,0,3,1
1,341.0,0,4,0,2,8,0,5,0.0,50,2,6,10,1
0,0.0,0,1,4,2,5,3,4,3.0,20,0,6,2,0
0,145.0,1,0,0,2,5,0,3,7.0,60,2,7,0,1
3,151.0,0,5,1,1,5,1,3,3.0,9,2,6,6,0
3,323.0,1,1,5,0,7,0,5,0.0,110,0,3,8,1
4,0.0,0,5,4,1,2,3,2,1.0,20,2,7,1,2
3,0.0,0,4,0,0,5,0,4,7.0,45,2,7,2,0
4,10.0,0,3,4,2,5,0,2,1.0,6,0,2,0,0
4,262.0,1,2,0,0,5,4,2,2.0,3,2,0,3,0
1,459.0,0,1,4,1,2,1,4,0.0,2,2,3,6,1
1,332.0,1,3,4,0,2,0,2,0.0,90,2,2,10,0
3,220.0,0,2,5,0,5,3,5,1.0,45,1,7,3,0
0,148.0,1,4,4,0,5,0,2,3.0,30,0,4,10,0
4,423.0,0,1,5,1,6,0,5,1.0,5,0,3,4,0
4,177.0,0,5,0,1,8,2,5,1.0,15,0,6,3,1
4,167.0,0,5,4,1,5,3,2,1.0,20,2,6,6,0
3,24.0,1,4,4,1,6,3,4,2.0,15,1,2,4,1
